NO	YEAR	MONTH	DAY	HOUR	PM25	DEWPOINT	TEMP	PRESION	WIND_DIRECTION	WIND_SPEED	SNOW	RAIN	FECHA	FECHA_SIN_H	WIND_DIRECTION_NE	WIND_DIRECTION_NW	WIND_DIRECTION_SE	WIND_DIRECTION_cv	PM25_MICE	DEWPOINT_scaled	TEMP_scaled	PRESION_scaled	WIND_SPEED_scaled	SNOW_scaled	RAIN_scaled
18	2010	1	1	17		-18	-3.0	1015.0	NW	2.68	0	0	2010-01-01 17:00:00	2010-01-01	0.0	1.0	0.0	0.0	98.61321455085375	-1.3730248642456515	-1.266430690435672	-0.1409790000407216	-0.4240974272689091	-0.06935299275073498	-0.13766709160563317
19	2010	1	1	18		-18	-5.0	1016.0	NE	1.79	0	0	2010-01-01 18:00:00	2010-01-01	1.0	0.0	0.0	0.0	98.61321455085375	-1.3730248642456515	-1.4303856296916202	-0.043594559168983714	-0.44189384517851676	-0.06935299275073498	-0.13766709160563317
20	2010	1	1	19		-17	-4.0	1017.0	NW	1.79	0	0	2010-01-01 19:00:00	2010-01-01	0.0	1.0	0.0	0.0	98.61321455085375	-1.303740522395778	-1.348408160063646	0.05378988170275419	-0.44189384517851676	-0.06935299275073498	-0.13766709160563317
21	2010	1	1	20		-17	-5.0	1017.0	cv	0.89	0	0	2010-01-01 20:00:00	2010-01-01	0.0	0.0	0.0	1.0	98.61321455085375	-1.303740522395778	-1.4303856296916202	0.05378988170275419	-0.4598902228399178	-0.06935299275073498	-0.13766709160563317
22	2010	1	1	21		-17	-5.0	1018.0	NW	1.79	0	0	2010-01-01 21:00:00	2010-01-01	0.0	1.0	0.0	0.0	98.61321455085375	-1.303740522395778	-1.4303856296916202	0.1511743225744921	-0.44189384517851676	-0.06935299275073498	-0.13766709160563317
23	2010	1	1	22		-17	-5.0	1018.0	NW	2.68	0	0	2010-01-01 22:00:00	2010-01-01	0.0	1.0	0.0	0.0	98.61321455085375	-1.303740522395778	-1.4303856296916202	0.1511743225744921	-0.4240974272689091	-0.06935299275073498	-0.13766709160563317
24	2010	1	1	23		-17	-5.0	1020.0	cv	0.89	0	0	2010-01-01 23:00:00	2010-01-01	0.0	0.0	0.0	1.0	98.61321455085375	-1.303740522395778	-1.4303856296916202	0.34594320431796793	-0.4598902228399178	-0.06935299275073498	-0.13766709160563317
25	2010	1	2	0	129.0	-16	-4.0	1020.0	SE	1.79	0	0	2010-01-02 00:00:00	2010-01-02	0.0	0.0	1.0	0.0	129.0	-1.2344561805459047	-1.348408160063646	0.34594320431796793	-0.44189384517851676	-0.06935299275073498	-0.13766709160563317
26	2010	1	2	1	148.0	-15	-4.0	1020.0	SE	2.68	0	0	2010-01-02 01:00:00	2010-01-02	0.0	0.0	1.0	0.0	148.0	-1.1651718386960312	-1.348408160063646	0.34594320431796793	-0.4240974272689091	-0.06935299275073498	-0.13766709160563317
27	2010	1	2	2	159.0	-11	-5.0	1021.0	SE	3.57	0	0	2010-01-02 02:00:00	2010-01-02	0.0	0.0	1.0	0.0	159.0	-0.8880344712965375	-1.4303856296916202	0.4433276451897058	-0.40630100935930136	-0.06935299275073498	-0.13766709160563317
28	2010	1	2	3	181.0	-7	-5.0	1022.0	SE	5.36	1	0	2010-01-02 03:00:00	2010-01-02	0.0	0.0	1.0	0.0	181.0	-0.6108971038970438	-1.4303856296916202	0.5407120860614437	-0.37050821378829263	1.2458030238257296	-0.13766709160563317
29	2010	1	2	4	138.0	-7	-5.0	1022.0	SE	6.25	2	0	2010-01-02 04:00:00	2010-01-02	0.0	0.0	1.0	0.0	138.0	-0.6108971038970438	-1.4303856296916202	0.5407120860614437	-0.3527117958786849	2.5609590404021945	-0.13766709160563317
30	2010	1	2	5	109.0	-7	-6.0	1022.0	SE	7.14	3	0	2010-01-02 05:00:00	2010-01-02	0.0	0.0	1.0	0.0	109.0	-0.6108971038970438	-1.5123630993195945	0.5407120860614437	-0.33491537796907717	3.8761150569786587	-0.13766709160563317
31	2010	1	2	6	105.0	-7	-6.0	1023.0	SE	8.93	4	0	2010-01-02 06:00:00	2010-01-02	0.0	0.0	1.0	0.0	105.0	-0.6108971038970438	-1.5123630993195945	0.6380965269331816	-0.29912258239806844	5.191271073555123	-0.13766709160563317
32	2010	1	2	7	124.0	-7	-5.0	1024.0	SE	10.72	0	0	2010-01-02 07:00:00	2010-01-02	0.0	0.0	1.0	0.0	124.0	-0.6108971038970438	-1.4303856296916202	0.7354809678049196	-0.26332978682705965	-0.06935299275073498	-0.13766709160563317
33	2010	1	2	8	120.0	-8	-6.0	1024.0	SE	12.51	0	0	2010-01-02 08:00:00	2010-01-02	0.0	0.0	1.0	0.0	120.0	-0.6801814457469172	-1.5123630993195945	0.7354809678049196	-0.22753699125605092	-0.06935299275073498	-0.13766709160563317
34	2010	1	2	9	132.0	-7	-5.0	1025.0	SE	14.3	0	0	2010-01-02 09:00:00	2010-01-02	0.0	0.0	1.0	0.0	132.0	-0.6108971038970438	-1.4303856296916202	0.8328654086766575	-0.19174419568504214	-0.06935299275073498	-0.13766709160563317
35	2010	1	2	10	140.0	-7	-5.0	1026.0	SE	17.43	1	0	2010-01-02 10:00:00	2010-01-02	0.0	0.0	1.0	0.0	140.0	-0.6108971038970438	-1.4303856296916202	0.9302498495483954	-0.12915679337372515	1.2458030238257296	-0.13766709160563317
36	2010	1	2	11	152.0	-8	-5.0	1026.0	SE	20.56	0	0	2010-01-02 11:00:00	2010-01-02	0.0	0.0	1.0	0.0	152.0	-0.6801814457469172	-1.4303856296916202	0.9302498495483954	-0.0665693910624082	-0.06935299275073498	-0.13766709160563317
37	2010	1	2	12	148.0	-8	-5.0	1026.0	SE	23.69	0	0	2010-01-02 12:00:00	2010-01-02	0.0	0.0	1.0	0.0	148.0	-0.6801814457469172	-1.4303856296916202	0.9302498495483954	-0.003981988751091155	-0.06935299275073498	-0.13766709160563317
38	2010	1	2	13	164.0	-8	-5.0	1025.0	SE	27.71	0	0	2010-01-02 13:00:00	2010-01-02	0.0	0.0	1.0	0.0	164.0	-0.6801814457469172	-1.4303856296916202	0.8328654086766575	0.07640183146983354	-0.06935299275073498	-0.13766709160563317
39	2010	1	2	14	158.0	-9	-5.0	1025.0	SE	31.73	0	0	2010-01-02 14:00:00	2010-01-02	0.0	0.0	1.0	0.0	158.0	-0.7494657875967906	-1.4303856296916202	0.8328654086766575	0.15678565169075823	-0.06935299275073498	-0.13766709160563317
40	2010	1	2	15	154.0	-9	-5.0	1025.0	SE	35.75	0	0	2010-01-02 15:00:00	2010-01-02	0.0	0.0	1.0	0.0	154.0	-0.7494657875967906	-1.4303856296916202	0.8328654086766575	0.23716947191168292	-0.06935299275073498	-0.13766709160563317
41	2010	1	2	16	159.0	-9	-5.0	1026.0	SE	37.54	0	0	2010-01-02 16:00:00	2010-01-02	0.0	0.0	1.0	0.0	159.0	-0.7494657875967906	-1.4303856296916202	0.9302498495483954	0.27296226748269165	-0.06935299275073498	-0.13766709160563317
42	2010	1	2	17	164.0	-8	-5.0	1027.0	SE	39.33	0	0	2010-01-02 17:00:00	2010-01-02	0.0	0.0	1.0	0.0	164.0	-0.6801814457469172	-1.4303856296916202	1.0276342904201332	0.3087550630537004	-0.06935299275073498	-0.13766709160563317
43	2010	1	2	18	170.0	-8	-5.0	1027.0	SE	42.46	0	0	2010-01-02 18:00:00	2010-01-02	0.0	0.0	1.0	0.0	170.0	-0.6801814457469172	-1.4303856296916202	1.0276342904201332	0.3713424653650174	-0.06935299275073498	-0.13766709160563317
44	2010	1	2	19	149.0	-8	-5.0	1028.0	SE	44.25	0	0	2010-01-02 19:00:00	2010-01-02	0.0	0.0	1.0	0.0	149.0	-0.6801814457469172	-1.4303856296916202	1.1250187312918711	0.40713526093602614	-0.06935299275073498	-0.13766709160563317
45	2010	1	2	20	154.0	-7	-5.0	1028.0	SE	46.04	0	0	2010-01-02 20:00:00	2010-01-02	0.0	0.0	1.0	0.0	154.0	-0.6108971038970438	-1.4303856296916202	1.1250187312918711	0.44292805650703493	-0.06935299275073498	-0.13766709160563317
46	2010	1	2	21	164.0	-7	-5.0	1027.0	SE	49.17	1	0	2010-01-02 21:00:00	2010-01-02	0.0	0.0	1.0	0.0	164.0	-0.6108971038970438	-1.4303856296916202	1.0276342904201332	0.5055154588183519	1.2458030238257296	-0.13766709160563317
47	2010	1	2	22	156.0	-8	-6.0	1028.0	SE	52.3	2	0	2010-01-02 22:00:00	2010-01-02	0.0	0.0	1.0	0.0	156.0	-0.6801814457469172	-1.5123630993195945	1.1250187312918711	0.5681028611296689	2.5609590404021945	-0.13766709160563317
48	2010	1	2	23	126.0	-8	-6.0	1027.0	SE	55.43	3	0	2010-01-02 23:00:00	2010-01-02	0.0	0.0	1.0	0.0	126.0	-0.6801814457469172	-1.5123630993195945	1.0276342904201332	0.6306902634409859	3.8761150569786587	-0.13766709160563317
49	2010	1	3	0	90.0	-7	-6.0	1027.0	SE	58.56	4	0	2010-01-03 00:00:00	2010-01-03	0.0	0.0	1.0	0.0	90.0	-0.6108971038970438	-1.5123630993195945	1.0276342904201332	0.693277665752303	5.191271073555123	-0.13766709160563317
50	2010	1	3	1	63.0	-8	-6.0	1026.0	SE	61.69	5	0	2010-01-03 01:00:00	2010-01-03	0.0	0.0	1.0	0.0	63.0	-0.6801814457469172	-1.5123630993195945	0.9302498495483954	0.7558650680636199	6.506427090131588	-0.13766709160563317
51	2010	1	3	2	65.0	-8	-7.0	1026.0	SE	65.71	6	0	2010-01-03 02:00:00	2010-01-03	0.0	0.0	1.0	0.0	65.0	-0.6801814457469172	-1.5943405689475687	0.9302498495483954	0.8362488882845445	7.821583106708053	-0.13766709160563317
52	2010	1	3	3	55.0	-8	-7.0	1025.0	SE	68.84	7	0	2010-01-03 03:00:00	2010-01-03	0.0	0.0	1.0	0.0	55.0	-0.6801814457469172	-1.5943405689475687	0.8328654086766575	0.8988362905958617	9.136739123284517	-0.13766709160563317
53	2010	1	3	4	65.0	-8	-7.0	1024.0	SE	72.86	8	0	2010-01-03 04:00:00	2010-01-03	0.0	0.0	1.0	0.0	65.0	-0.6801814457469172	-1.5943405689475687	0.7354809678049196	0.9792201108167863	10.451895139860982	-0.13766709160563317
54	2010	1	3	5	83.0	-9	-8.0	1024.0	SE	76.88	9	0	2010-01-03 05:00:00	2010-01-03	0.0	0.0	1.0	0.0	83.0	-0.7494657875967906	-1.6763180385755432	0.7354809678049196	1.0596039310377108	11.767051156437446	-0.13766709160563317
55	2010	1	3	6	91.0	-10	-8.0	1024.0	SE	80.9	10	0	2010-01-03 06:00:00	2010-01-03	0.0	0.0	1.0	0.0	91.0	-0.818750129446664	-1.6763180385755432	0.7354809678049196	1.1399877512586358	13.082207173013911	-0.13766709160563317
56	2010	1	3	7	86.0	-10	-9.0	1024.0	SE	84.92	11	0	2010-01-03 07:00:00	2010-01-03	0.0	0.0	1.0	0.0	86.0	-0.818750129446664	-1.7582955082035174	0.7354809678049196	1.2203715714795604	14.397363189590376	-0.13766709160563317
57	2010	1	3	8	82.0	-10	-9.0	1024.0	SE	89.84	12	0	2010-01-03 08:00:00	2010-01-03	0.0	0.0	1.0	0.0	82.0	-0.818750129446664	-1.7582955082035174	0.7354809678049196	1.318751769361886	15.71251920616684	-0.13766709160563317
58	2010	1	3	9	86.0	-11	-9.0	1023.0	SE	93.86	13	0	2010-01-03 09:00:00	2010-01-03	0.0	0.0	1.0	0.0	86.0	-0.8880344712965375	-1.7582955082035174	0.6380965269331816	1.3991355895828108	17.027675222743305	-0.13766709160563317
59	2010	1	3	10	78.0	-11	-9.0	1023.0	SE	97.88	15	0	2010-01-03 10:00:00	2010-01-03	0.0	0.0	1.0	0.0	78.0	-0.8880344712965375	-1.7582955082035174	0.6380965269331816	1.4795194098037352	19.657987255896234	-0.13766709160563317
60	2010	1	3	11	98.0	-11	-9.0	1022.0	SE	102.8	16	0	2010-01-03 11:00:00	2010-01-03	0.0	0.0	1.0	0.0	98.0	-0.8880344712965375	-1.7582955082035174	0.5407120860614437	1.5778996076860614	20.9731432724727	-0.13766709160563317
61	2010	1	3	12	107.0	-11	-9.0	1021.0	SE	105.93	17	0	2010-01-03 12:00:00	2010-01-03	0.0	0.0	1.0	0.0	107.0	-0.8880344712965375	-1.7582955082035174	0.4433276451897058	1.6404870099973783	22.28829928904916	-0.13766709160563317
62	2010	1	3	13	90.0	-11	-9.0	1020.0	SE	111.74	19	0	2010-01-03 13:00:00	2010-01-03	0.0	0.0	1.0	0.0	90.0	-0.8880344712965375	-1.7582955082035174	0.34594320431796793	1.7566636257893118	24.91861132220209	-0.13766709160563317
63	2010	1	3	14	96.0	-11	-9.0	1020.0	SE	116.66	20	0	2010-01-03 14:00:00	2010-01-03	0.0	0.0	1.0	0.0	96.0	-0.8880344712965375	-1.7582955082035174	0.34594320431796793	1.8550438236716371	26.233767338778556	-0.13766709160563317
64	2010	1	3	15	95.0	-11	-9.0	1020.0	SE	121.58	21	0	2010-01-03 15:00:00	2010-01-03	0.0	0.0	1.0	0.0	95.0	-0.8880344712965375	-1.7582955082035174	0.34594320431796793	1.9534240215539633	27.54892335535502	-0.13766709160563317
65	2010	1	3	16	86.0	-11	-9.0	1020.0	SE	124.71	22	0	2010-01-03 16:00:00	2010-01-03	0.0	0.0	1.0	0.0	86.0	-0.8880344712965375	-1.7582955082035174	0.34594320431796793	2.01601142386528	28.864079371931485	-0.13766709160563317
66	2010	1	3	17	70.0	-11	-9.0	1020.0	SE	127.84	23	0	2010-01-03 17:00:00	2010-01-03	0.0	0.0	1.0	0.0	70.0	-0.8880344712965375	-1.7582955082035174	0.34594320431796793	2.078598826176597	30.179235388507948	-0.13766709160563317
67	2010	1	3	18	61.0	-11	-9.0	1021.0	cv	0.89	24	0	2010-01-03 18:00:00	2010-01-03	0.0	0.0	0.0	1.0	61.0	-0.8880344712965375	-1.7582955082035174	0.4433276451897058	-0.4598902228399178	31.494391405084414	-0.13766709160563317
68	2010	1	3	19	53.0	-11	-9.0	1022.0	cv	1.78	25	0	2010-01-03 19:00:00	2010-01-03	0.0	0.0	0.0	1.0	53.0	-0.8880344712965375	-1.7582955082035174	0.5407120860614437	-0.4420938049303101	32.80954742166088	-0.13766709160563317
69	2010	1	3	20	71.0	-10	-9.0	1022.0	NW	4.02	26	0	2010-01-03 20:00:00	2010-01-03	0.0	1.0	0.0	0.0	71.0	-0.818750129446664	-1.7582955082035174	0.5407120860614437	-0.39730282052860083	34.12470343823734	-0.13766709160563317
70	2010	1	3	21	72.0	-11	-10.0	1023.0	NW	7.15	27	0	2010-01-03 21:00:00	2010-01-03	0.0	1.0	0.0	0.0	72.0	-0.8880344712965375	-1.8402729778314917	0.6380965269331816	-0.33471541821728384	35.439859454813806	-0.13766709160563317
71	2010	1	3	22	76.0	-11	-9.0	1023.0	NW	11.17	0	0	2010-01-03 22:00:00	2010-01-03	0.0	1.0	0.0	0.0	76.0	-0.8880344712965375	-1.7582955082035174	0.6380965269331816	-0.2543315979963591	-0.06935299275073498	-0.13766709160563317
72	2010	1	3	23	73.0	-12	-11.0	1023.0	NW	14.3	0	0	2010-01-03 23:00:00	2010-01-03	0.0	1.0	0.0	0.0	73.0	-0.9573188131464109	-1.922250447459466	0.6380965269331816	-0.19174419568504214	-0.06935299275073498	-0.13766709160563317
73	2010	1	4	0	79.0	-14	-12.0	1023.0	NW	16.09	0	0	2010-01-04 00:00:00	2010-01-04	0.0	1.0	0.0	0.0	79.0	-1.0958874968461578	-2.00422791708744	0.6380965269331816	-0.15595140011403338	-0.06935299275073498	-0.13766709160563317
74	2010	1	4	1	58.0	-16	-9.0	1023.0	NW	21.9	0	0	2010-01-04 01:00:00	2010-01-04	0.0	1.0	0.0	0.0	58.0	-1.2344561805459047	-1.7582955082035174	0.6380965269331816	-0.039774784322099965	-0.06935299275073498	-0.13766709160563317
75	2010	1	4	2	25.0	-17	-10.0	1024.0	NW	29.95	0	0	2010-01-04 02:00:00	2010-01-04	0.0	1.0	0.0	0.0	25.0	-1.303740522395778	-1.8402729778314917	0.7354809678049196	0.12119281587154278	-0.06935299275073498	-0.13766709160563317
76	2010	1	4	3	26.0	-18	-11.0	1024.0	NW	39.78	0	0	2010-01-04 03:00:00	2010-01-04	0.0	1.0	0.0	0.0	26.0	-1.3730248642456515	-1.922250447459466	0.7354809678049196	0.31775325188440096	-0.06935299275073498	-0.13766709160563317
77	2010	1	4	4	28.0	-19	-11.0	1025.0	NW	48.72	0	0	2010-01-04 04:00:00	2010-01-04	0.0	1.0	0.0	0.0	28.0	-1.442309206095525	-1.922250447459466	0.8328654086766575	0.4965172699876514	-0.06935299275073498	-0.13766709160563317
78	2010	1	4	5	26.0	-20	-12.0	1026.0	NW	55.87	0	0	2010-01-04 05:00:00	2010-01-04	0.0	1.0	0.0	0.0	26.0	-1.5115935479453984	-2.00422791708744	0.9302498495483954	0.639488492519893	-0.06935299275073498	-0.13766709160563317
79	2010	1	4	6	20.0	-21	-12.0	1027.0	NW	64.81	0	0	2010-01-04 06:00:00	2010-01-04	0.0	1.0	0.0	0.0	20.0	-1.5808778897952718	-2.00422791708744	1.0276342904201332	0.8182525106231435	-0.06935299275073498	-0.13766709160563317
80	2010	1	4	7	29.0	-21	-13.0	1027.0	NW	73.75	0	0	2010-01-04 07:00:00	2010-01-04	0.0	1.0	0.0	0.0	29.0	-1.5808778897952718	-2.0862053867154144	1.0276342904201332	0.997016528726394	-0.06935299275073498	-0.13766709160563317
81	2010	1	4	8	26.0	-22	-13.0	1028.0	NW	80.9	0	0	2010-01-04 08:00:00	2010-01-04	0.0	1.0	0.0	0.0	26.0	-1.6501622316451452	-2.0862053867154144	1.1250187312918711	1.1399877512586358	-0.06935299275073498	-0.13766709160563317
82	2010	1	4	9	27.0	-22	-13.0	1029.0	NW	90.73	0	0	2010-01-04 09:00:00	2010-01-04	0.0	1.0	0.0	0.0	27.0	-1.6501622316451452	-2.0862053867154144	1.222403172163609	1.336548187271494	-0.06935299275073498	-0.13766709160563317
83	2010	1	4	10	27.0	-22	-12.0	1030.0	NW	100.56	0	0	2010-01-04 10:00:00	2010-01-04	0.0	1.0	0.0	0.0	27.0	-1.6501622316451452	-2.00422791708744	1.319787613035347	1.5331086232843518	-0.06935299275073498	-0.13766709160563317
84	2010	1	4	11	25.0	-23	-12.0	1031.0	NW	108.61	0	0	2010-01-04 11:00:00	2010-01-04	0.0	1.0	0.0	0.0	25.0	-1.7194465734950186	-2.00422791708744	1.417172053907085	1.694076223477995	-0.06935299275073498	-0.13766709160563317
85	2010	1	4	12	29.0	-21	-11.0	1030.0	NW	117.55	0	0	2010-01-04 12:00:00	2010-01-04	0.0	1.0	0.0	0.0	29.0	-1.5808778897952718	-1.922250447459466	1.319787613035347	1.8728402415812453	-0.06935299275073498	-0.13766709160563317
86	2010	1	4	13	32.0	-20	-10.0	1030.0	NW	127.38	0	0	2010-01-04 13:00:00	2010-01-04	0.0	1.0	0.0	0.0	32.0	-1.5115935479453984	-1.8402729778314917	1.319787613035347	2.069400677594103	-0.06935299275073498	-0.13766709160563317
87	2010	1	4	14	28.0	-21	-10.0	1030.0	NW	136.32	0	0	2010-01-04 14:00:00	2010-01-04	0.0	1.0	0.0	0.0	28.0	-1.5808778897952718	-1.8402729778314917	1.319787613035347	2.2481646956973536	-0.06935299275073498	-0.13766709160563317
88	2010	1	4	15	29.0	-21	-9.0	1030.0	NW	145.26	0	0	2010-01-04 15:00:00	2010-01-04	0.0	1.0	0.0	0.0	29.0	-1.5808778897952718	-1.7582955082035174	1.319787613035347	2.4269287138006037	-0.06935299275073498	-0.13766709160563317
89	2010	1	4	16	30.0	-21	-9.0	1031.0	NW	152.41	0	0	2010-01-04 16:00:00	2010-01-04	0.0	1.0	0.0	0.0	30.0	-1.5808778897952718	-1.7582955082035174	1.417172053907085	2.5698999363328454	-0.06935299275073498	-0.13766709160563317
90	2010	1	4	17	30.0	-20	-11.0	1032.0	NW	159.56	0	0	2010-01-04 17:00:00	2010-01-04	0.0	1.0	0.0	0.0	30.0	-1.5115935479453984	-1.922250447459466	1.5145564947788228	2.7128711588650876	-0.06935299275073498	-0.13766709160563317
91	2010	1	4	18	28.0	-23	-11.0	1032.0	NW	165.37	0	0	2010-01-04 18:00:00	2010-01-04	0.0	1.0	0.0	0.0	28.0	-1.7194465734950186	-1.922250447459466	1.5145564947788228	2.829047774657021	-0.06935299275073498	-0.13766709160563317
92	2010	1	4	19	26.0	-21	-12.0	1033.0	NW	171.18	0	0	2010-01-04 19:00:00	2010-01-04	0.0	1.0	0.0	0.0	26.0	-1.5808778897952718	-2.00422791708744	1.6119409356505607	2.9452243904489546	-0.06935299275073498	-0.13766709160563317
93	2010	1	4	20	31.0	-24	-12.0	1034.0	NW	180.12	0	0	2010-01-04 20:00:00	2010-01-04	0.0	1.0	0.0	0.0	31.0	-1.788730915344892	-2.00422791708744	1.7093253765222987	3.1239884085522047	-0.06935299275073498	-0.13766709160563317
94	2010	1	4	21	33.0	-24	-13.0	1034.0	NW	187.27	0	0	2010-01-04 21:00:00	2010-01-04	0.0	1.0	0.0	0.0	33.0	-1.788730915344892	-2.0862053867154144	1.7093253765222987	3.2669596310844464	-0.06935299275073498	-0.13766709160563317
95	2010	1	4	22	29.0	-24	-13.0	1035.0	NW	195.32	0	0	2010-01-04 22:00:00	2010-01-04	0.0	1.0	0.0	0.0	29.0	-1.788730915344892	-2.0862053867154144	1.8067098173940366	3.427927231278089	-0.06935299275073498	-0.13766709160563317
96	2010	1	4	23	31.0	-26	-15.0	1035.0	NW	198.45	0	0	2010-01-04 23:00:00	2010-01-04	0.0	1.0	0.0	0.0	31.0	-1.9272995990446389	-2.250160325971363	1.8067098173940366	3.490514633589406	-0.06935299275073498	-0.13766709160563317
97	2010	1	5	0	30.0	-26	-17.0	1035.0	NW	201.58	0	0	2010-01-05 00:00:00	2010-01-05	0.0	1.0	0.0	0.0	30.0	-1.9272995990446389	-2.4141152652273115	1.8067098173940366	3.5531020359007233	-0.06935299275073498	-0.13766709160563317
98	2010	1	5	1	34.0	-26	-18.0	1035.0	NW	205.6	0	0	2010-01-05 01:00:00	2010-01-05	0.0	1.0	0.0	0.0	34.0	-1.9272995990446389	-2.496092734855286	1.8067098173940366	3.6334858561216477	-0.06935299275073498	-0.13766709160563317
99	2010	1	5	2	27.0	-26	-19.0	1035.0	NW	208.73	0	0	2010-01-05 02:00:00	2010-01-05	0.0	1.0	0.0	0.0	27.0	-1.9272995990446389	-2.57807020448326	1.8067098173940366	3.6960732584329645	-0.06935299275073498	-0.13766709160563317
