PM25	YEAR	month_sin_scaled	month_cos_scaled	hour_sin_scaled	hour_cos_scaled	WIND_DIRECTION_NW	WIND_DIRECTION_cv	WIND_DIRECTION_SE	WIND_DIRECTION_NE	WIND_SPEED_lag1_scaled	DEWPOINT_scaled	TEMP_lag21_scaled	RAIN_scaled	SNOW_scaled	PRESION_scaled
79.0	2010	0.7075182210761756	1.2202242596294082	0.0005447026230713	1.4136440917423974	1.0	0.0	0.0	0.0	-0.1927446765188305	-1.0912607065143805	-1.5919613861054265	-0.1374100949985415	-0.0710580855827398	0.6365759666774282
58.0	2010	0.7075182210761756	1.2202242596294082	0.3664387442601352	1.3654385851569646	1.0	0.0	0.0	0.0	-0.1566115847327994	-1.2298282271739531	-1.5919613861054265	-0.1374100949985415	-0.0710580855827398	0.6365759666774282
25.0	2010	0.7075182210761756	1.2202242596294082	0.7073977116281266	1.224107191011097	1.0	0.0	0.0	0.0	-0.0393304320641735	-1.2991119875037394	-1.6740898280656902	-0.1374100949985415	-0.0710580855827398	0.7336565799110163
26.0	2010	0.7075182210761756	1.2202242596294082	1.000185814562252	0.9992814102546635	1.0	0.0	0.0	0.0	0.1231675505489829	-1.3683957478335256	-1.6740898280656902	-0.1374100949985415	-0.0710580855827398	0.7336565799110163
28.0	2010	0.7075182210761756	1.2202242596294082	1.2248500277027683	0.7062827483040456	1.0	0.0	0.0	0.0	0.3215967641002037	-1.4376795081633118	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	0.8307371931446044
26.0	2010	0.7075182210761756	1.2202242596294082	1.366079856199316	0.3650785797679944	1.0	0.0	0.0	0.0	0.5020603621823924	-1.506963268493098	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	0.9278178063781924
20.0	2010	0.7075182210761756	1.2202242596294082	1.414250720633182	-0.0010785951343063	1.0	0.0	0.0	0.0	0.64639086847855	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.0248984196117803
29.0	2010	0.7075182210761756	1.2202242596294082	1.366079856199316	-0.3672357700366072	1.0	0.0	0.0	0.0	0.8268544665607387	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.0248984196117803
26.0	2010	0.7075182210761756	1.2202242596294082	1.2248500277027683	-0.7084399385726579	1.0	0.0	0.0	0.0	1.0073180646429274	-1.6455307891526705	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.1219790328453687
27.0	2010	0.7075182210761756	1.2202242596294082	1.0001858145622522	-1.001438600523276	1.0	0.0	0.0	0.0	1.151648570939085	-1.6455307891526705	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.219059646078957
27.0	2010	0.7075182210761756	1.2202242596294082	0.7073977116281266	-1.2262643812797096	1.0	0.0	0.0	0.0	1.350077784490306	-1.6455307891526705	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.3161402593125449
25.0	2010	0.7075182210761756	1.2202242596294082	0.3664387442601356	-1.367595775425577	1.0	0.0	0.0	0.0	1.5485069980415265	-1.7148145494824567	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.4132208725461328
29.0	2010	0.7075182210761756	1.2202242596294082	0.0005447026230715	-1.41580128201101	1.0	0.0	0.0	0.0	1.7110049806546832	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.3161402593125449
32.0	2010	0.7075182210761756	1.2202242596294082	-0.3653493390139925	-1.3675957754255772	1.0	0.0	0.0	0.0	1.891468578736872	-1.506963268493098	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.3161402593125449
28.0	2010	0.7075182210761756	1.2202242596294082	-0.7063083063819836	-1.2262643812797098	1.0	0.0	0.0	0.0	2.089897792288092	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.3161402593125449
29.0	2010	0.7075182210761756	1.2202242596294082	-0.9990964093161088	-1.0014386005232767	1.0	0.0	0.0	0.0	2.270361390370281	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.3161402593125449
30.0	2010	0.7075182210761756	1.2202242596294082	-1.223760622456625	-0.7084399385726589	1.0	0.0	0.0	0.0	2.450824988452469	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.4132208725461328
30.0	2010	0.7075182210761756	1.2202242596294082	-1.3649904509531734	-0.3672357700366072	1.0	0.0	0.0	0.0	2.595155494748627	-1.506963268493098	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.510301485779721
28.0	2010	0.7075182210761756	1.2202242596294082	-1.4131613153870397	-0.0010785951343066	1.0	0.0	0.0	0.0	2.739486001044785	-1.7148145494824567	-1.8383467119862176	-0.1374100949985415	-0.0710580855827398	1.510301485779721
26.0	2010	0.7075182210761756	1.2202242596294082	-1.3649904509531736	0.3650785797679938	1.0	0.0	0.0	0.0	2.856767153713411	-1.5762470288228845	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.607382099013309
31.0	2010	0.7075182210761756	1.2202242596294082	-1.2237606224566255	0.7062827483040456	1.0	0.0	0.0	0.0	2.974048306382037	-1.784098309812243	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
33.0	2010	0.7075182210761756	1.2202242596294082	-0.9990964093161095	0.9992814102546632	1.0	0.0	0.0	0.0	3.1545119044642256	-1.784098309812243	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
29.0	2010	0.7075182210761756	1.2202242596294082	-0.7063083063819846	1.2241071910110966	1.0	0.0	0.0	0.0	3.298842410760383	-1.784098309812243	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.801543325480485
31.0	2010	0.7075182210761756	1.2202242596294082	-0.3653493390139936	1.365438585156964	1.0	0.0	0.0	0.0	3.4613403933735394	-1.9226658304718156	-1.8383467119862176	-0.1374100949985415	-0.0710580855827398	1.801543325480485
30.0	2010	0.7075182210761756	1.2202242596294082	0.0005447026230713	1.4136440917423974	1.0	0.0	0.0	0.0	3.5245228387871017	-1.9226658304718156	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.801543325480485
34.0	2010	0.7075182210761756	1.2202242596294082	0.3664387442601352	1.3654385851569646	1.0	0.0	0.0	0.0	3.587705284200665	-1.9226658304718156	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.801543325480485
27.0	2010	0.7075182210761756	1.2202242596294082	0.7073977116281266	1.224107191011097	1.0	0.0	0.0	0.0	3.66885334508326	-1.9226658304718156	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.801543325480485
25.0	2010	0.7075182210761756	1.2202242596294082	1.000185814562252	0.9992814102546635	1.0	0.0	0.0	0.0	3.732035790496822	-1.9919495908016016	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.801543325480485
28.0	2010	0.7075182210761756	1.2202242596294082	1.2248500277027683	0.7062827483040456	1.0	0.0	0.0	0.0	3.831351327696416	-1.9919495908016016	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.801543325480485
28.0	2010	0.7075182210761756	1.2202242596294082	1.366079856199316	0.3650785797679944	0.0	0.0	0.0	1.0	3.93066686489601	-1.9919495908016016	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
27.0	2010	0.7075182210761756	1.2202242596294082	1.414250720633182	-0.0010785951343063	0.0	0.0	0.0	1.0	-0.3820901519115519	-1.9226658304718156	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.801543325480485
27.0	2010	0.7075182210761756	1.2202242596294082	1.366079856199316	-0.3672357700366072	0.0	0.0	0.0	1.0	-0.3189077064979893	-1.9919495908016016	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
27.0	2010	0.7075182210761756	1.2202242596294082	1.2248500277027683	-0.7084399385726579	0.0	0.0	0.0	1.0	-0.2016265538293633	-1.9226658304718156	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.801543325480485
29.0	2010	0.7075182210761756	1.2202242596294082	1.0001858145622522	-1.001438600523276	0.0	0.0	0.0	1.0	-0.1023110166297695	-1.9226658304718156	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.801543325480485
36.0	2010	0.7075182210761756	1.2202242596294082	0.7073977116281266	-1.2262643812797096	0.0	0.0	0.0	1.0	0.0149701360388563	-1.8533820701420287	-1.8383467119862176	-0.1374100949985415	-0.0710580855827398	1.801543325480485
30.0	2010	0.7075182210761756	1.2202242596294082	0.3664387442601356	-1.367595775425577	0.0	0.0	0.0	1.0	0.1142856732384501	-1.8533820701420287	-1.8383467119862176	-0.1374100949985415	-0.0710580855827398	1.801543325480485
27.0	2010	0.7075182210761756	1.2202242596294082	0.0005447026230715	-1.41580128201101	0.0	0.0	0.0	1.0	0.2136012104380439	-1.8533820701420287	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
39.0	2010	0.7075182210761756	1.2202242596294082	-0.3653493390139925	-1.3675957754255772	0.0	0.0	0.0	1.0	0.3129167476376376	-1.784098309812243	-1.756218270025954	-0.1374100949985415	-0.0710580855827398	1.510301485779721
41.0	2010	0.7075182210761756	1.2202242596294082	-0.7063083063819836	-1.2262643812797098	0.0	1.0	0.0	0.0	0.3490498394236687	-1.6455307891526705	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.510301485779721
33.0	2010	0.7075182210761756	1.2202242596294082	-0.9990964093161088	-1.0014386005232767	1.0	0.0	0.0	0.0	-0.4634400736421135	-1.7148145494824567	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.4132208725461328
50.0	2010	0.7075182210761756	1.2202242596294082	-1.223760622456625	-0.7084399385726589	1.0	0.0	0.0	0.0	-0.4452725973251146	-1.784098309812243	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.4132208725461328
56.0	2010	0.7075182210761756	1.2202242596294082	-1.3649904509531734	-0.3672357700366072	1.0	0.0	0.0	0.0	-0.4091395055390836	-1.7148145494824567	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.4132208725461328
59.0	2010	0.7075182210761756	1.2202242596294082	-1.4131613153870397	-0.0010785951343066	1.0	0.0	0.0	0.0	-0.3730064137530525	-1.7148145494824567	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.510301485779721
60.0	2010	0.7075182210761756	1.2202242596294082	-1.3649904509531736	0.3650785797679938	1.0	0.0	0.0	0.0	-0.3368733219670214	-1.6455307891526705	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.607382099013309
84.0	2010	0.7075182210761756	1.2202242596294082	-1.2237606224566255	0.7062827483040456	1.0	0.0	0.0	0.0	-0.2736908765534588	-1.6455307891526705	-2.2489889217875367	-0.1374100949985415	-0.0710580855827398	1.607382099013309
106.0	2010	0.7075182210761756	1.2202242596294082	-0.9990964093161095	0.9992814102546632	1.0	0.0	0.0	0.0	-0.2105084311398961	-1.784098309812243	-2.413245805708065	-0.1374100949985415	-0.0710580855827398	1.607382099013309
66.0	2010	0.7075182210761756	1.2202242596294082	-0.7063083063819846	1.2241071910110966	1.0	0.0	0.0	0.0	-0.1473259857263333	-1.6455307891526705	-2.495374247668328	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
50.0	2010	0.7075182210761756	1.2202242596294082	-0.3653493390139936	1.365438585156964	1.0	0.0	0.0	0.0	-0.0661779248437385	-1.6455307891526705	-2.577502689628592	-0.1374100949985415	-0.0710580855827398	1.607382099013309
56.0	2010	0.7075182210761756	1.2202242596294082	0.0005447026230713	1.4136440917423974	1.0	0.0	0.0	0.0	-0.0029954794301758	-1.8533820701420287	-2.495374247668328	-0.1374100949985415	-0.0710580855827398	1.607382099013309
77.0	2010	0.7075182210761756	1.2202242596294082	0.3664387442601352	1.3654385851569646	0.0	0.0	0.0	1.0	0.0601869659833868	-1.8533820701420287	-2.577502689628592	-0.1374100949985415	-0.0710580855827398	1.607382099013309
50.0	2010	0.7075182210761756	1.2202242596294082	0.7073977116281266	1.224107191011097	0.0	0.0	0.0	1.0	-0.4002576282285508	-1.9226658304718156	-2.3311173637478007	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
44.0	2010	0.7075182210761756	1.2202242596294082	1.000185814562252	0.9992814102546635	0.0	0.0	0.0	1.0	-0.3191095673459559	-1.9226658304718156	-2.3311173637478007	-0.1374100949985415	-0.0710580855827398	1.607382099013309
27.0	2010	0.7075182210761756	1.2202242596294082	1.2248500277027683	0.7062827483040456	0.0	0.0	0.0	1.0	-0.2018284146773299	-1.9226658304718156	-2.3311173637478007	-0.1374100949985415	-0.0710580855827398	1.607382099013309
28.0	2010	0.7075182210761756	1.2202242596294082	1.366079856199316	0.3650785797679944	0.0	0.0	0.0	1.0	-0.120680353794735	-1.9226658304718156	-2.3311173637478007	-0.1374100949985415	-0.0710580855827398	1.607382099013309
21.0	2010	0.7075182210761756	1.2202242596294082	1.414250720633182	-0.0010785951343063	0.0	0.0	0.0	1.0	-0.0033992011261091	-1.9226658304718156	-2.2489889217875367	-0.1374100949985415	-0.0710580855827398	1.607382099013309
25.0	2010	0.7075182210761756	1.2202242596294082	1.366079856199316	-0.3672357700366072	0.0	0.0	0.0	1.0	0.0959163360734846	-1.9226658304718156	-2.166860479827273	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
20.0	2010	0.7075182210761756	1.2202242596294082	1.2248500277027683	-0.7084399385726579	0.0	0.0	0.0	1.0	0.1952318732730784	-1.9226658304718156	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
29.0	2010	0.7075182210761756	1.2202242596294082	1.0001858145622522	-1.001438600523276	0.0	0.0	0.0	1.0	0.3125130259417043	-1.8533820701420287	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.801543325480485
34.0	2010	0.7075182210761756	1.2202242596294082	0.7073977116281266	-1.2262643812797096	0.0	0.0	0.0	1.0	0.411828563141298	-1.8533820701420287	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.801543325480485
42.0	2010	0.7075182210761756	1.2202242596294082	0.3664387442601356	-1.367595775425577	0.0	0.0	0.0	1.0	0.529109715809924	-1.784098309812243	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.801543325480485
28.0	2010	0.7075182210761756	1.2202242596294082	0.0005447026230715	-1.41580128201101	0.0	0.0	0.0	1.0	0.6284252530095177	-1.784098309812243	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
36.0	2010	0.7075182210761756	1.2202242596294082	-0.3653493390139925	-1.3675957754255772	1.0	0.0	0.0	0.0	0.7095733138921126	-1.6455307891526705	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.607382099013309
48.0	2010	0.7075182210761756	1.2202242596294082	-0.7063083063819836	-1.2262643812797098	1.0	0.0	0.0	0.0	-0.4002576282285508	-1.6455307891526705	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.607382099013309
49.0	2010	0.7075182210761756	1.2202242596294082	-0.9990964093161088	-1.0014386005232767	0.0	1.0	0.0	0.0	-0.3641245364425198	-1.6455307891526705	-1.9204751539464813	-0.1374100949985415	-0.0710580855827398	1.607382099013309
52.0	2010	0.7075182210761756	1.2202242596294082	-1.223760622456625	-0.7084399385726589	1.0	0.0	0.0	0.0	-0.4634400736421135	-1.6455307891526705	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.607382099013309
56.0	2010	0.7075182210761756	1.2202242596294082	-1.3649904509531734	-0.3672357700366072	1.0	0.0	0.0	0.0	-0.4452725973251146	-1.5762470288228845	-2.0026035959067454	-0.1374100949985415	-0.0710580855827398	1.607382099013309
96.0	2010	0.7075182210761756	1.2202242596294082	-1.4131613153870397	-0.0010785951343066	1.0	0.0	0.0	0.0	-0.4091395055390836	-1.6455307891526705	-2.495374247668328	-0.1374100949985415	-0.0710580855827398	1.607382099013309
75.0	2010	0.7075182210761756	1.2202242596294082	-1.3649904509531736	0.3650785797679938	0.0	1.0	0.0	0.0	-0.3730064137530525	-1.6455307891526705	-2.0847320378670093	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
105.0	2010	0.7075182210761756	1.2202242596294082	-1.2237606224566255	0.7062827483040456	1.0	0.0	0.0	0.0	-0.4634400736421135	-1.6455307891526705	-2.3311173637478007	-0.1374100949985415	-0.0710580855827398	1.801543325480485
132.0	2010	0.7075182210761756	1.2202242596294082	-0.9990964093161095	0.9992814102546632	1.0	0.0	0.0	0.0	-0.4452725973251146	-1.5762470288228845	-2.413245805708065	-0.1374100949985415	-0.0710580855827398	1.7044627122468972
