NO	YEAR	MONTH	DAY	HOUR	PM25	DEWPOINT	TEMP	PRESION	WIND_DIRECTION	WIND_SPEED	SNOW	RAIN	FECHA	FECHA_SIN_H	WIND_DIRECTION_NE	WIND_DIRECTION_NW	WIND_DIRECTION_SE	WIND_DIRECTION_cv	DEWPOINT_scaled	TEMP_scaled	PRESION_scaled	WIND_SPEED_scaled	SNOW_scaled	RAIN_scaled
37	2010	1	2	12	148.0	-8	-5.0	1026.0	SE	23.69	0	0	2010-01-02 12:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.4292782035536475	0.927819321217878	-0.0035622412481094642	-0.07105723042915088	-0.13740841856825264
38	2010	1	2	13	164.0	-8	-5.0	1025.0	SE	27.71	0	0	2010-01-02 13:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.4292782035536475	0.8307376841460045	0.07745853818308748	-0.07105723042915088	-0.13740841856825264
39	2010	1	2	14	158.0	-9	-5.0	1025.0	SE	31.73	0	0	2010-01-02 14:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.7448078827186966	-1.4292782035536475	0.8307376841460045	0.15847931761428444	-0.07105723042915088	-0.13740841856825264
40	2010	1	2	15	154.0	-9	-5.0	1025.0	SE	35.75	0	0	2010-01-02 15:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.7448078827186966	-1.4292782035536475	0.8307376841460045	0.23950009704548136	-0.07105723042915088	-0.13740841856825264
41	2010	1	2	16	159.0	-9	-5.0	1026.0	SE	37.54	0	0	2010-01-02 16:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.7448078827186966	-1.4292782035536475	0.927819321217878	0.27557651375738246	-0.07105723042915088	-0.13740841856825264
42	2010	1	2	17	164.0	-8	-5.0	1027.0	SE	39.33	0	0	2010-01-02 17:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.4292782035536475	1.0249009582897517	0.3116529304692836	-0.07105723042915088	-0.13740841856825264
43	2010	1	2	18	170.0	-8	-5.0	1027.0	SE	42.46	0	0	2010-01-02 18:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.4292782035536475	1.0249009582897517	0.3747362736582504	-0.07105723042915088	-0.13740841856825264
44	2010	1	2	19	149.0	-8	-5.0	1028.0	SE	44.25	0	0	2010-01-02 19:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.4292782035536475	1.1219825953616251	0.41081269037015156	-0.07105723042915088	-0.13740841856825264
45	2010	1	2	20	154.0	-7	-5.0	1028.0	SE	46.04	0	0	2010-01-02 20:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6062412123005159	-1.4292782035536475	1.1219825953616251	0.44688910708205265	-0.07105723042915088	-0.13740841856825264
46	2010	1	2	21	164.0	-7	-5.0	1027.0	SE	49.17	1	0	2010-01-02 21:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6062412123005159	-1.4292782035536475	1.0249009582897517	0.5099724502710195	1.2128617531407553	-0.13740841856825264
47	2010	1	2	22	156.0	-8	-6.0	1028.0	SE	52.3	2	0	2010-01-02 22:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.5114132585340427	1.1219825953616251	0.5730557934599861	2.4967807367106616	-0.13740841856825264
48	2010	1	2	23	126.0	-8	-6.0	1027.0	SE	55.43	3	0	2010-01-02 23:00:00	2010-01-02	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.5114132585340427	1.0249009582897517	0.636139136648953	3.7806997202805674	-0.13740841856825264
49	2010	1	3	0	90.0	-7	-6.0	1027.0	SE	58.56	4	0	2010-01-03 00:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.6062412123005159	-1.5114132585340427	1.0249009582897517	0.69922247983792	5.064618703850473	-0.13740841856825264
50	2010	1	3	1	63.0	-8	-6.0	1026.0	SE	61.69	5	0	2010-01-03 01:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.5114132585340427	0.927819321217878	0.7623058230268867	6.34853768742038	-0.13740841856825264
51	2010	1	3	2	65.0	-8	-7.0	1026.0	SE	65.71	6	0	2010-01-03 02:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.593548313514438	0.927819321217878	0.8433266024580834	7.632456670990286	-0.13740841856825264
52	2010	1	3	3	55.0	-8	-7.0	1025.0	SE	68.84	7	0	2010-01-03 03:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.593548313514438	0.8307376841460045	0.9064099456470505	8.916375654560191	-0.13740841856825264
53	2010	1	3	4	65.0	-8	-7.0	1024.0	SE	72.86	8	0	2010-01-03 04:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.6755245475096062	-1.593548313514438	0.7336560470741309	0.9874307250782474	10.200294638130098	-0.13740841856825264
54	2010	1	3	5	83.0	-9	-8.0	1024.0	SE	76.88	9	0	2010-01-03 05:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.7448078827186966	-1.6756833684948331	0.7336560470741309	1.0684515045094443	11.484213621700004	-0.13740841856825264
55	2010	1	3	6	91.0	-10	-8.0	1024.0	SE	80.9	10	0	2010-01-03 06:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8140912179277869	-1.6756833684948331	0.7336560470741309	1.1494722839406413	12.76813260526991	-0.13740841856825264
56	2010	1	3	7	86.0	-10	-9.0	1024.0	SE	84.92	11	0	2010-01-03 07:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8140912179277869	-1.7578184234752283	0.7336560470741309	1.2304930633718383	14.052051588839817	-0.13740841856825264
57	2010	1	3	8	82.0	-10	-9.0	1024.0	SE	89.84	12	0	2010-01-03 08:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8140912179277869	-1.7578184234752283	0.7336560470741309	1.329652823272706	15.335970572409723	-0.13740841856825264
58	2010	1	3	9	86.0	-11	-9.0	1023.0	SE	93.86	13	0	2010-01-03 09:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.6365744100022573	1.410673602703903	16.61988955597963	-0.13740841856825264
59	2010	1	3	10	78.0	-11	-9.0	1023.0	SE	97.88	15	0	2010-01-03 10:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.6365744100022573	1.4916943821350999	19.18772752311944	-0.13740841856825264
60	2010	1	3	11	98.0	-11	-9.0	1022.0	SE	102.8	16	0	2010-01-03 11:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.5394927729303837	1.5908541420359679	20.471646506689346	-0.13740841856825264
61	2010	1	3	12	107.0	-11	-9.0	1021.0	SE	105.93	17	0	2010-01-03 12:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.4424111358585101	1.653937485224935	21.75556549025925	-0.13740841856825264
62	2010	1	3	13	90.0	-11	-9.0	1020.0	SE	111.74	19	0	2010-01-03 13:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.34532949878663655	1.7710346813680327	24.323403457399063	-0.13740841856825264
63	2010	1	3	14	96.0	-11	-9.0	1020.0	SE	116.66	20	0	2010-01-03 14:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.34532949878663655	1.8701944412689007	25.607322440968968	-0.13740841856825264
64	2010	1	3	15	95.0	-11	-9.0	1020.0	SE	121.58	21	0	2010-01-03 15:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.34532949878663655	1.9693542011697687	26.891241424538876	-0.13740841856825264
65	2010	1	3	16	86.0	-11	-9.0	1020.0	SE	124.71	22	0	2010-01-03 16:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.34532949878663655	2.0324375443587352	28.17516040810878	-0.13740841856825264
66	2010	1	3	17	70.0	-11	-9.0	1020.0	SE	127.84	23	0	2010-01-03 17:00:00	2010-01-03	0.0	0.0	1.0	0.0	-0.8833745531368773	-1.7578184234752283	0.34532949878663655	2.095520887547702	29.45907939167869	-0.13740841856825264
67	2010	1	3	18	61.0	-11	-9.0	1021.0	cv	0.89	24	0	2010-01-03 18:00:00	2010-01-03	0.0	0.0	0.0	1.0	-0.8833745531368773	-1.7578184234752283	0.4424111358585101	-0.46308307981310715	30.742998375248593	-0.13740841856825264
68	2010	1	3	19	53.0	-11	-9.0	1022.0	cv	1.78	25	0	2010-01-03 19:00:00	2010-01-03	0.0	0.0	0.0	1.0	-0.8833745531368773	-1.7578184234752283	0.5394927729303837	-0.44514564357087694	32.0269173588185	-0.13740841856825264
69	2010	1	3	20	71.0	-10	-9.0	1022.0	NW	4.02	26	0	2010-01-03 20:00:00	2010-01-03	0.0	1.0	0.0	0.0	-0.8140912179277869	-1.7578184234752283	0.5394927729303837	-0.39999973662414035	33.310836342388406	-0.13740841856825264
70	2010	1	3	21	72.0	-11	-10.0	1023.0	NW	7.15	27	0	2010-01-03 21:00:00	2010-01-03	0.0	1.0	0.0	0.0	-0.8833745531368773	-1.8399534784556235	0.6365744100022573	-0.33691639343517354	34.59475532595831	-0.13740841856825264
71	2010	1	3	22	76.0	-11	-9.0	1023.0	NW	11.17	0	0	2010-01-03 22:00:00	2010-01-03	0.0	1.0	0.0	0.0	-0.8833745531368773	-1.7578184234752283	0.6365744100022573	-0.2558956140039766	-0.07105723042915088	-0.13740841856825264
72	2010	1	3	23	73.0	-12	-11.0	1023.0	NW	14.3	0	0	2010-01-03 23:00:00	2010-01-03	0.0	1.0	0.0	0.0	-0.9526578883459677	-1.9220885334360187	0.6365744100022573	-0.19281227081500982	-0.07105723042915088	-0.13740841856825264
73	2010	1	4	0	79.0	-14	-12.0	1023.0	NW	16.09	0	0	2010-01-04 00:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.0912245587641485	-2.004223588416414	0.6365744100022573	-0.1567358541031087	-0.07105723042915088	-0.13740841856825264
74	2010	1	4	1	58.0	-16	-9.0	1023.0	NW	21.9	0	0	2010-01-04 01:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.229791229182329	-1.7578184234752283	0.6365744100022573	-0.03963865796001065	-0.07105723042915088	-0.13740841856825264
75	2010	1	4	2	25.0	-17	-10.0	1024.0	NW	29.95	0	0	2010-01-04 02:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.2990745643914192	-1.8399534784556235	0.7336560470741309	0.12260444512982406	-0.07105723042915088	-0.13740841856825264
76	2010	1	4	3	26.0	-18	-11.0	1024.0	NW	39.78	0	0	2010-01-04 03:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.3683578996005097	-1.9220885334360187	0.7336560470741309	0.3207224207041191	-0.07105723042915088	-0.13740841856825264
77	2010	1	4	4	28.0	-19	-11.0	1025.0	NW	48.72	0	0	2010-01-04 04:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.4376412348096	-1.9220885334360187	0.8307376841460045	0.500902960036184	-0.07105723042915088	-0.13740841856825264
78	2010	1	4	5	26.0	-20	-12.0	1026.0	NW	55.87	0	0	2010-01-04 05:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5069245700186904	-2.004223588416414	0.927819321217878	0.6450070826563475	-0.07105723042915088	-0.13740841856825264
79	2010	1	4	6	20.0	-21	-12.0	1027.0	NW	64.81	0	0	2010-01-04 06:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-2.004223588416414	1.0249009582897517	0.8251876219884127	-0.07105723042915088	-0.13740841856825264
80	2010	1	4	7	29.0	-21	-13.0	1027.0	NW	73.75	0	0	2010-01-04 07:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-2.086358643396809	1.0249009582897517	1.0053681613204775	-0.07105723042915088	-0.13740841856825264
81	2010	1	4	8	26.0	-22	-13.0	1028.0	NW	80.9	0	0	2010-01-04 08:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.086358643396809	1.1219825953616251	1.1494722839406413	-0.07105723042915088	-0.13740841856825264
82	2010	1	4	9	27.0	-22	-13.0	1029.0	NW	90.73	0	0	2010-01-04 09:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.086358643396809	1.2190642324334988	1.3475902595149363	-0.07105723042915088	-0.13740841856825264
83	2010	1	4	10	27.0	-22	-12.0	1030.0	NW	100.56	0	0	2010-01-04 10:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.004223588416414	1.3161458695053725	1.5457082350892313	-0.07105723042915088	-0.13740841856825264
84	2010	1	4	11	25.0	-23	-12.0	1031.0	NW	108.61	0	0	2010-01-04 11:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.7147745756459614	-2.004223588416414	1.413227506577246	1.707951338179066	-0.07105723042915088	-0.13740841856825264
85	2010	1	4	12	29.0	-21	-11.0	1030.0	NW	117.55	0	0	2010-01-04 12:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-1.9220885334360187	1.3161458695053725	1.8881318775111309	-0.07105723042915088	-0.13740841856825264
86	2010	1	4	13	32.0	-20	-10.0	1030.0	NW	127.38	0	0	2010-01-04 13:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5069245700186904	-1.8399534784556235	1.3161458695053725	2.086249853085426	-0.07105723042915088	-0.13740841856825264
87	2010	1	4	14	28.0	-21	-10.0	1030.0	NW	136.32	0	0	2010-01-04 14:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-1.8399534784556235	1.3161458695053725	2.2664303924174907	-0.07105723042915088	-0.13740841856825264
88	2010	1	4	15	29.0	-21	-9.0	1030.0	NW	145.26	0	0	2010-01-04 15:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-1.7578184234752283	1.3161458695053725	2.4466109317495555	-0.07105723042915088	-0.13740841856825264
89	2010	1	4	16	30.0	-21	-9.0	1031.0	NW	152.41	0	0	2010-01-04 16:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-1.7578184234752283	1.413227506577246	2.5907150543697193	-0.07105723042915088	-0.13740841856825264
90	2010	1	4	17	30.0	-20	-11.0	1032.0	NW	159.56	0	0	2010-01-04 17:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5069245700186904	-1.9220885334360187	1.5103091436491196	2.734819176989883	-0.07105723042915088	-0.13740841856825264
91	2010	1	4	18	28.0	-23	-11.0	1032.0	NW	165.37	0	0	2010-01-04 18:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.7147745756459614	-1.9220885334360187	1.5103091436491196	2.851916373132981	-0.07105723042915088	-0.13740841856825264
92	2010	1	4	19	26.0	-21	-12.0	1033.0	NW	171.18	0	0	2010-01-04 19:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.5762079052277806	-2.004223588416414	1.6073907807209933	2.9690135692760795	-0.07105723042915088	-0.13740841856825264
93	2010	1	4	20	31.0	-24	-12.0	1034.0	NW	180.12	0	0	2010-01-04 20:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.7840579108550518	-2.004223588416414	1.7044724177928667	3.1491941086081443	-0.07105723042915088	-0.13740841856825264
94	2010	1	4	21	33.0	-24	-13.0	1034.0	NW	187.27	0	0	2010-01-04 21:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.7840579108550518	-2.086358643396809	1.7044724177928667	3.293298231228308	-0.07105723042915088	-0.13740841856825264
95	2010	1	4	22	29.0	-24	-13.0	1035.0	NW	195.32	0	0	2010-01-04 22:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.7840579108550518	-2.086358643396809	1.8015540548647404	3.4555413343181423	-0.07105723042915088	-0.13740841856825264
96	2010	1	4	23	31.0	-26	-15.0	1035.0	NW	198.45	0	0	2010-01-04 23:00:00	2010-01-04	0.0	1.0	0.0	0.0	-1.9226245812732325	-2.2506287533575993	1.8015540548647404	3.518624677507109	-0.07105723042915088	-0.13740841856825264
97	2010	1	5	0	30.0	-26	-17.0	1035.0	NW	201.58	0	0	2010-01-05 00:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.9226245812732325	-2.4148988633183897	1.8015540548647404	3.5817080206960763	-0.07105723042915088	-0.13740841856825264
98	2010	1	5	1	34.0	-26	-18.0	1035.0	NW	205.6	0	0	2010-01-05 01:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.9226245812732325	-2.497033918298785	1.8015540548647404	3.662728800127273	-0.07105723042915088	-0.13740841856825264
99	2010	1	5	2	27.0	-26	-19.0	1035.0	NW	208.73	0	0	2010-01-05 02:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.9226245812732325	-2.57916897327918	1.8015540548647404	3.7258121433162397	-0.07105723042915088	-0.13740841856825264
100	2010	1	5	3	25.0	-27	-18.0	1035.0	NW	213.65	0	0	2010-01-05 03:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.9919079164823228	-2.497033918298785	1.8015540548647404	3.824971903217108	-0.07105723042915088	-0.13740841856825264
101	2010	1	5	4	28.0	-27	-19.0	1035.0	NW	218.57	0	0	2010-01-05 04:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.9919079164823228	-2.57916897327918	1.8015540548647404	3.9241316631179757	-0.07105723042915088	-0.13740841856825264
102	2010	1	5	5	28.0	-27	-16.0	1034.0	NE	4.92	0	0	2010-01-05 05:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.9919079164823228	-2.3327638083379947	1.7044724177928667	-0.3818607561544694	-0.07105723042915088	-0.13740841856825264
103	2010	1	5	6	27.0	-26	-16.0	1035.0	NE	8.05	0	0	2010-01-05 06:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.3327638083379947	1.8015540548647404	-0.3187774129655026	-0.07105723042915088	-0.13740841856825264
104	2010	1	5	7	27.0	-27	-16.0	1034.0	NE	13.86	0	0	2010-01-05 07:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.9919079164823228	-2.3327638083379947	1.7044724177928667	-0.20168021682240453	-0.07105723042915088	-0.13740841856825264
105	2010	1	5	8	27.0	-26	-16.0	1035.0	NE	18.78	0	0	2010-01-05 08:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.3327638083379947	1.8015540548647404	-0.10252045692153659	-0.07105723042915088	-0.13740841856825264
106	2010	1	5	9	29.0	-26	-15.0	1035.0	NE	24.59	0	0	2010-01-05 09:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.2506287533575993	1.8015540548647404	0.014576739221561467	-0.07105723042915088	-0.13740841856825264
107	2010	1	5	10	36.0	-25	-14.0	1035.0	NE	29.51	0	0	2010-01-05 10:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.853341246064142	-2.1684936983772043	1.8015540548647404	0.11373649912242942	-0.07105723042915088	-0.13740841856825264
108	2010	1	5	11	30.0	-25	-13.0	1035.0	NE	34.43	0	0	2010-01-05 11:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.853341246064142	-2.086358643396809	1.8015540548647404	0.21289625902329729	-0.07105723042915088	-0.13740841856825264
109	2010	1	5	12	27.0	-25	-12.0	1034.0	NE	39.35	0	0	2010-01-05 12:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.853341246064142	-2.004223588416414	1.7044724177928667	0.31205601892416523	-0.07105723042915088	-0.13740841856825264
110	2010	1	5	13	39.0	-24	-11.0	1032.0	NE	41.14	0	0	2010-01-05 13:00:00	2010-01-05	1.0	0.0	0.0	0.0	-1.7840579108550518	-1.9220885334360187	1.5103091436491196	0.34813243563606633	-0.07105723042915088	-0.13740841856825264
111	2010	1	5	14	41.0	-22	-11.0	1032.0	cv	0.89	0	0	2010-01-05 14:00:00	2010-01-05	0.0	0.0	0.0	1.0	-1.6454912404368711	-1.9220885334360187	1.5103091436491196	-0.46308307981310715	-0.07105723042915088	-0.13740841856825264
112	2010	1	5	15	33.0	-23	-11.0	1031.0	NW	1.79	0	0	2010-01-05 15:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.7147745756459614	-1.9220885334360187	1.413227506577246	-0.4449440993434362	-0.07105723042915088	-0.13740841856825264
113	2010	1	5	16	50.0	-24	-11.0	1031.0	NW	3.58	0	0	2010-01-05 16:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.7840579108550518	-1.9220885334360187	1.413227506577246	-0.408867682631535	-0.07105723042915088	-0.13740841856825264
114	2010	1	5	17	56.0	-23	-11.0	1031.0	NW	5.37	0	0	2010-01-05 17:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.7147745756459614	-1.9220885334360187	1.413227506577246	-0.3727912659196339	-0.07105723042915088	-0.13740841856825264
115	2010	1	5	18	59.0	-23	-11.0	1032.0	NW	7.16	0	0	2010-01-05 18:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.7147745756459614	-1.9220885334360187	1.5103091436491196	-0.33671484920773276	-0.07105723042915088	-0.13740841856825264
116	2010	1	5	19	60.0	-22	-13.0	1033.0	NW	10.29	0	0	2010-01-05 19:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.086358643396809	1.6073907807209933	-0.273631506018766	-0.07105723042915088	-0.13740841856825264
117	2010	1	5	20	84.0	-22	-12.0	1033.0	NW	13.42	0	0	2010-01-05 20:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.004223588416414	1.6073907807209933	-0.2105481628297992	-0.07105723042915088	-0.13740841856825264
118	2010	1	5	21	106.0	-24	-18.0	1033.0	NW	16.55	0	0	2010-01-05 21:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.7840579108550518	-2.497033918298785	1.6073907807209933	-0.1474648196408324	-0.07105723042915088	-0.13740841856825264
119	2010	1	5	22	66.0	-22	-13.0	1034.0	NW	20.57	0	0	2010-01-05 22:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.086358643396809	1.7044724177928667	-0.06644404020963547	-0.07105723042915088	-0.13740841856825264
120	2010	1	5	23	50.0	-22	-16.0	1033.0	NW	23.7	0	0	2010-01-05 23:00:00	2010-01-05	0.0	1.0	0.0	0.0	-1.6454912404368711	-2.3327638083379947	1.6073907807209933	-0.0033606970206687156	-0.07105723042915088	-0.13740841856825264
121	2010	1	6	0	56.0	-25	-17.0	1033.0	NW	26.83	0	0	2010-01-06 00:00:00	2010-01-06	0.0	1.0	0.0	0.0	-1.853341246064142	-2.4148988633183897	1.6073907807209933	0.059722646168298046	-0.07105723042915088	-0.13740841856825264
122	2010	1	6	1	77.0	-25	-14.0	1033.0	NE	4.02	0	0	2010-01-06 01:00:00	2010-01-06	1.0	0.0	0.0	0.0	-1.853341246064142	-2.1684936983772043	1.6073907807209933	-0.39999973662414035	-0.07105723042915088	-0.13740841856825264
123	2010	1	6	2	50.0	-26	-14.0	1034.0	NE	8.04	0	0	2010-01-06 02:00:00	2010-01-06	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.1684936983772043	1.7044724177928667	-0.3189789571929434	-0.07105723042915088	-0.13740841856825264
124	2010	1	6	3	44.0	-26	-14.0	1033.0	NE	13.85	0	0	2010-01-06 03:00:00	2010-01-06	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.1684936983772043	1.6073907807209933	-0.20188176104984532	-0.07105723042915088	-0.13740841856825264
125	2010	1	6	4	27.0	-26	-14.0	1033.0	NE	17.87	0	0	2010-01-06 04:00:00	2010-01-06	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.1684936983772043	1.6073907807209933	-0.12086098161864835	-0.07105723042915088	-0.13740841856825264
126	2010	1	6	5	28.0	-26	-14.0	1033.0	NE	23.68	0	0	2010-01-06 05:00:00	2010-01-06	1.0	0.0	0.0	0.0	-1.9226245812732325	-2.1684936983772043	1.6073907807209933	-0.003763785475550284	-0.07105723042915088	-0.13740841856825264
